,BR:MCF7,BR:MDA_MB_231,BR:HS578T,BR:BT_549,BR:T47D,CNS:SF_268,CNS:SF_295,CNS:SF_539,CNS:SNB_19,CNS:SNB_75,CNS:U251,CO:COLO205,CO:HCC_2998,CO:HCT_116,CO:HCT_15,CO:HT29,CO:KM12,CO:SW_620,LE:CCRF_CEM,LE:HL_60,LE:K_562,LE:MOLT_4,LE:RPMI_8226,LE:SR,ME:LOXIMVI,ME:MALME_3M,ME:M14,ME:SK_MEL_2,ME:SK_MEL_28,ME:SK_MEL_5,ME:UACC_257,ME:UACC_62,ME:MDA_MB_435,ME:MDA_N,LC:A549,LC:EKVX,LC:HOP_62,LC:HOP_92,LC:NCI_H226,LC:NCI_H23,LC:NCI_H322M,LC:NCI_H460,LC:NCI_H522,OV:IGROV1,OV:OVCAR_3,OV:OVCAR_4,OV:OVCAR_5,OV:OVCAR_8,OV:SK_OV_3,OV:NCI_ADR_RES,PR:PC_3,PR:DU_145,RE:786_0,RE:A498,RE:ACHN,RE:CAKI_1,RE:RXF_393,RE:SN12C,RE:TK_10,RE:UO_31
LE:HL_60,0.04577478401364822,-0.06307867896312369,-0.16967815644034825,-0.06241193311416938,-0.11154270427417244,-0.10733100010148394,-0.09460080817912664,-0.14817975985350618,-0.09804182681801137,-0.20206277522144703,-0.14420330540694234,0.12404762836779418,0.06244922779255415,0.0388094226968247,0.07854877081700531,0.02210267896176163,0.07359651754953936,0.1521678327614433,0.39960878908595593,1.0,0.3327162109438953,0.38823405367330704,0.31313912628328927,0.19562335519201293,0.03567698148515416,-0.09994911714668657,-0.07454307150622289,-0.03341594013626656,-0.059955363175310854,-0.041259112203026936,-0.04860087900824439,-0.054281782579162566,-0.029257500472415328,-0.030690717971168943,-0.10510599647120097,-0.15489288150107008,-0.09381663004960539,-0.1395256835634018,-0.1639081112334516,-0.05103425339868867,-0.1209029359064191,0.03548955679281911,-0.07303994421011202,0.019533096843141598,-0.01347151240687958,-0.09431000416578417,-0.1002667590549685,-0.032266556645939096,-0.12534548347178265,-0.06726243811160477,-0.09691853858031435,-0.12239942093667178,-0.07817242583481301,-0.19463960033511468,-0.14760027387495658,-0.16245397498507821,-0.16772528225766445,-0.05683228070815066,-0.0745488909694423,-0.16153822932034512
LE:K_562,0.05443862247747943,-0.04352201915612909,-0.12192041139252842,-0.04921068019356975,-0.02995731347806081,-0.15302606305102448,-0.04595940936555634,-0.1936672066187705,-0.10467829700182835,-0.2065740730632395,-0.030833641794350657,0.08033117270113192,0.061512446414391894,0.02786350178760507,-0.016783468440199064,-0.018851004969835394,0.04111731222261592,0.0992833737046198,0.20119893288344584,0.3327162109438953,1.0,0.20490341979176285,0.2262978921427741,0.08592840226005426,0.0035459177308450576,-0.13406165680415733,-0.13211136578823512,-0.03648779394047328,-0.08422267336612481,-0.026905517624977632,-0.04777651454271027,0.014961423361724442,-0.04759772421273634,-0.0244149998367547,-0.026053240578056257,-0.07820846071616046,-0.009288715361018385,-0.11952940609734335,-0.13903810962762175,-0.022817045546282468,-0.0998077591762313,0.02713608615060286,0.05374690423436343,0.06301757146747448,0.02429434318911904,-0.03475527067957526,-0.14107822133718464,-0.01953698875125117,-0.14012739359634932,0.02033562251132012,-0.06921235062416137,-0.05559567564519474,-0.09851962291824826,-0.0979225397628771,-0.13207020291990126,-0.07492053004602257,-0.13270683769772995,-0.015551486896804285,-0.10034160312112343,-0.19520034689491375
LE:MOLT_4,0.07230095367669186,-0.061558764309839434,-0.16614024969603358,-0.04937918859883489,-0.05405717546905066,-0.01342792344266222,-0.10050519440705523,-0.14057974616412122,-0.01468511449212686,-0.11481272225142528,-0.09456949819688866,0.007527145536939274,-0.04912905259138159,0.029066224116214828,0.09226466053525675,-0.009721967903227022,-0.004964570520863898,0.14136078188810544,0.7615850017053611,0.38823405367330704,0.20490341979176285,1.0,0.1891650798174373,0.18931042231960754,-0.07418460397348148,-0.07003666464078823,-0.07043233896589218,-0.06206606672166406,-0.10948862167663524,-0.08143719380188784,-0.058633305959953017,-0.12790527824385384,-0.061814461689549696,-0.07271373260520399,-0.0994285960148775,-0.17753269539361857,-0.06822342756895332,-0.15394797574654473,-0.18893043273446988,0.03245221395541341,-0.10656642490638975,-0.031675782390691916,0.06039816123979999,-0.0037325106697010456,-0.028330885993824318,-0.09467658377532655,-0.10155060405563628,0.007696649394309677,-0.03828673531380738,-0.04938526695870961,-0.1258717469269574,-0.07933625861407072,-0.10620026129872188,-0.2026220931192917,-0.13927126129688874,-0.1741824616704144,-0.1594999442676545,-0.056299187519253,-0.10617589089068107,-0.15270781551631601
LE:RPMI_8226,0.052903131070240694,-0.12455989749723173,-0.12473362933190794,-0.08663704421426406,-0.006967570207996141,-0.17037548153234897,-0.05904730865116745,-0.16919707778361195,-0.11503056964440811,-0.14922202992268555,-0.07752446977765251,0.11898683797792906,0.06954693027236293,-0.022088246594458388,-0.016867743519892713,0.034965612814762494,0.06227926208848101,0.07452998686126144,0.18134010315814,0.31313912628328927,0.2262978921427741,0.1891650798174373,1.0,0.13114551874959596,-0.024568642783334226,-0.08099361492612678,-0.06969957994364036,-0.05342824897378457,-0.055304512274797955,-0.0279155042564815,-0.02978250149393941,-0.0044088099544131185,0.0075357277388389725,0.012887068922760479,-0.05415627829942638,-0.10137368590495202,-0.11060612139391086,-0.09771581277049464,-0.09651099122574566,-0.08119343499884052,-0.06536858668075791,0.05573440162049561,-0.053294150486301824,0.03766112790389249,-0.01758129614691586,-0.0033737698467609573,-0.09569832610353438,-0.1255898143562054,-0.16091868270971826,-0.043923867968499314,-0.06856792912831604,-0.08597222403817203,-0.11775481437161088,-0.09552779617462206,-0.09916776460894697,-0.05133857899584196,-0.08568525275364373,-0.045043205575368304,-0.07012244566621557,-0.10907474374093853
LE:SR,-0.030433810599614766,-0.018807163363826873,-0.16876511651157486,-0.042262332366320585,-0.10173116502441673,0.02261107975522862,0.010112367137345674,-0.07646538947086753,-0.048677679466288995,-0.13361289557785178,-0.13047190089686578,-0.03210883330024838,0.03884218069658247,0.06603708916546466,0.11292344538342222,0.024173908783844882,-0.03716886648808755,0.00953380237430273,0.18226649842122564,0.19562335519201293,0.08592840226005426,0.18931042231960754,0.13114551874959596,1.0,0.16308332714389281,0.02174674964833492,0.05486365998149814,0.04199400298427764,-0.026674742668215165,-0.007896164786014946,0.020176085263248746,-0.02135483673408461,0.11815376963036359,0.07322372844861094,-0.17126613791683581,-0.12045587017856495,-0.07615540638145632,-0.10800463015362649,-0.11043326899526991,0.04045827593082359,-0.14349169923755084,-0.018741806598668455,-0.09601524893339768,-0.12088891945586636,-0.0967353547622437,-0.14064586419132347,-0.0790477429821233,-0.03755444968999098,-0.10695933537999071,-0.14612831506612267,-0.019604178511007816,-0.05939668556129194,0.007977627963700929,-0.10292201776532055,-0.14141415998889711,-0.1558454917061076,-0.13817990482668158,-0.04513138979797596,-0.004417072482286137,-0.14469792080308577
ME:LOXIMVI,-0.12093541441191215,0.02179161386397055,-0.0513376918005037,0.022863529028971746,-0.12847528382679002,0.11375398572401664,0.1722437464252393,0.04098001775687705,-0.0720606582323532,-0.13618593000042184,-0.10591539126183375,0.060894559302414906,-0.0217497726922225,0.03424828180844112,-0.055948619142645005,-0.0678734721809324,-0.021251926962189707,-0.11396908699833716,-0.07579189178681126,0.03567698148515416,0.0035459177308450576,-0.07418460397348148,-0.024568642783334226,0.16308332714389281,1.0,0.004861685170811985,-0.011485660308041734,0.1628729584623741,0.004198830371591602,0.04270701975616589,0.028280023837129298,0.13271732671682274,0.13878548585562428,0.1000635697905349,-0.10815112081736113,-0.12211704861074794,0.07577408712339873,-0.10723730820232057,0.10994127163855905,0.03207571003336017,-0.1085060422549961,-0.08492722012099374,-0.11175807929238918,-0.1672835046137033,-0.026246761695491214,-0.24042545663257175,-0.11686862885506429,0.01696282161975961,-0.12124350377283814,-0.035981693410012325,0.09636174889074578,-0.06083238102173416,0.06446783572961433,-0.03684790542809197,-0.08949727749131897,0.07190279808146365,-0.1773682113666845,0.10930521087435126,-0.0005979806261474869,-0.04336321769749804
ME:MALME_3M,-0.03788678863046597,-0.09400963156036965,-0.061750230819563115,-0.16130161131889004,-0.015186825779409156,-0.04869298408228718,0.004573893596469902,0.042753382716707575,-0.06804784958444828,0.09421555053752123,-0.11443724397942376,-0.0449784718556875,-0.031885175240567776,-0.04535267781130695,-0.025038252262272357,-0.11698649479453029,-0.09715440602273052,-0.10468835367019767,-0.07443059612386575,-0.09994911714668657,-0.13406165680415733,-0.07003666464078823,-0.08099361492612678,0.02174674964833492,0.004861685170811985,1.0,0.3604484828977774,0.27533195916730263,0.41180553554754756,0.27153139545237276,0.47721704187560543,0.22992741166026284,0.22681571917395452,0.19321862119870997,-0.15895274787795205,-0.00224501654291662,-0.11497800652544897,0.021607119214559604,-0.0471737188272996,0.02775744697377504,-0.10567363845175066,-0.04662086578443521,-0.06067564840176253,-0.15158629470654006,-0.11145826109569604,-0.10729457729025306,-0.11237510059335777,-0.19755008770191693,-0.14057723259163324,-0.18091788250798227,-0.03672799559276955,-0.0896619024500153,-0.13206144967686106,-0.08176029358363583,-0.02856582298963727,-0.09102167939354938,-0.11032894181225852,-0.1405188178418883,-0.13145638516613947,-0.08467599278066963
ME:M14,-0.11635366204840326,-0.0785731013701088,-0.013446754506379822,-0.057897751485192224,-0.10519395492021814,0.0349894450070608,0.00983153747340739,0.05007677620771145,0.007736258018897856,0.14192407805934273,-0.05726831922949748,-0.1380460383232279,-0.10720155654291612,-0.0799277166724175,-0.04144591761359425,-0.0580478521117873,-0.15732823102971208,-0.039550023541726445,-0.06553521866747493,-0.07454307150622289,-0.13211136578823512,-0.07043233896589218,-0.06969957994364036,0.05486365998149814,-0.011485660308041734,0.3604484828977774,1.0,0.25548961979035995,0.49240038176668965,0.1766575958461099,0.42267727211894146,0.2607896280442672,0.5315692864001427,0.49779748114918115,-0.19815099082848434,-0.07558556996336258,-0.14898923000815162,-0.06000679357425555,-0.06641642823873059,-0.07565090636128034,-0.18734990538102178,-0.08970532302994756,-0.09113691183202957,-0.17418002096035384,-0.19382730574410886,-0.10126954655176894,-0.09689898664145391,-0.12105508859026048,-0.09364139554889017,-0.1874960631904149,-0.0671010855770385,-0.17472256370831776,-0.11479452939223724,-0.0612927468828997,-0.11409154602502816,-0.1794566633622899,-0.0326869603264162,-0.08634807279755664,-0.0947012052601252,-0.0797902430007336
ME:SK_MEL_2,-0.08377917651424734,-0.03248363996568186,-0.08661404975558906,-0.0913990027371326,-0.08460453970981306,0.02065293391599449,0.03237858296566292,0.012139164930384897,-0.011839386698905935,0.007504670982729421,-0.05608715208699133,-0.08138242366412535,-0.09562655409430797,-0.06859744106709974,-0.09446335445074605,-0.1498430324296656,-0.11668495493769375,-0.11243195609924167,-0.08410483084246488,-0.03341594013626656,-0.03648779394047328,-0.06206606672166406,-0.05342824897378457,0.04199400298427764,0.1628729584623741,0.27533195916730263,0.25548961979035995,1.0,0.34087073413446545,0.18558726836929557,0.25623650872412584,0.29369256900045615,0.3397955822949484,0.3273170535407677,-0.1890853648268892,-0.15380997568070004,-0.038540981036242976,-0.031110511742584245,-0.07440306006376377,-0.019652703932468662,-0.11739454706721628,-0.07523217798302761,-0.06658248025233919,-0.16906368688824386,-0.02761327925168774,-0.10806412899691073,-0.11763050837181653,-0.07248236137352876,-0.1031808781315983,-0.10350224898251825,-0.010414243917954839,-0.14804994041209033,-0.03258524613812628,-0.08818208858108754,-0.15125729550168265,-0.1051457660339173,-0.14449889129008286,0.0023050777982040836,-0.0633681161996609,-0.10033582736019972
ME:SK_MEL_28,-0.17869774599856583,-0.1258212372036051,0.056068204765748204,-0.11980710340957501,-0.1572719079006526,-0.021984001505966765,-0.0036913446260728724,0.04696361298110953,-0.036813792703369055,0.0766732074749725,-0.0427388525250791,-0.07114639871368615,-0.10559626340277314,-0.11336764951870221,-0.1406106279444703,-0.14446281467362052,-0.08597357831876862,-0.1606797558868912,-0.10925720078629302,-0.059955363175310854,-0.08422267336612481,-0.10948862167663524,-0.055304512274797955,-0.026674742668215165,0.004198830371591602,0.41180553554754756,0.49240038176668965,0.34087073413446545,1.0,0.2996925940601973,0.5536292960953273,0.39801745821573425,0.3543734777884862,0.35780092934586727,-0.13685334072905672,-0.10141917906921005,-0.12720717880011156,-0.07809304896884768,-0.08387686718247184,-0.10839720257887062,-0.10915449270906097,-0.11796643552322282,-0.09727905015807586,-0.08993680105849283,-0.07138192095839138,-0.05930575521707751,-0.07098503572062512,-0.1539356903616228,-0.09763304791367537,-0.09761385164390772,-0.0786134196915999,-0.21818882915140592,-0.10380652600658298,-0.07185354672276953,-0.09916614719765447,-0.15233302048474376,0.010833478228031067,-0.09409687216474116,-0.09760152539537811,-0.06308536025678856
ME:SK_MEL_5,-0.03688074769339665,-0.15332892682128288,-0.057561861140812326,-0.1073978731368559,-0.06403640780486791,-0.05388724271159681,-0.07599358567862899,-0.07987922626422457,-0.09089655340222869,-0.09387600795446452,-0.11528908967910688,-0.0706527740643997,-0.05072096620877046,-0.0011974130579897263,-0.09075151404863127,-0.14393345355830284,-0.05556339875731219,-0.07106502266777885,-0.11526642801632049,-0.041259112203026936,-0.026905517624977632,-0.08143719380188784,-0.0279155042564815,-0.007896164786014946,0.04270701975616589,0.27153139545237276,0.1766575958461099,0.18558726836929557,0.2996925940601973,1.0,0.41095753710182076,0.25156891433163403,0.23436151933590652,0.24252061856929352,-0.027820788184176052,-0.0552178780797589,-0.09732786298147124,-0.06417281937295521,-0.07580249460606828,0.005416749520179821,-0.10786456439514466,0.008749228326437368,0.015840672795373625,-0.04333685760079593,-0.07943180497273951,-0.07470904541570615,-0.06340998609710854,0.03386091033950232,-0.1358811276791451,0.16841105247701654,-0.07255087263489413,-0.05413176343903732,-0.13792924380631028,-0.07476471537223613,-0.08592707564919497,-0.0838325384833246,-0.13828094762747428,-0.0638465608450893,-0.09568606464023613,-0.09400068787023098
ME:UACC_257,-0.0875070050341887,-0.16978412321745995,-0.06567553124186051,-0.13956647391302793,-0.06504130027445143,0.017822553133271236,-0.06562688888890042,-0.00828885868167984,-0.061911647641314155,0.0019144670165296004,-0.10194026422810291,-0.08508373019780031,-0.07217934726870051,-0.08634303135694286,-0.04631875311476056,-0.09303200089428457,-0.13954543676076883,-0.08927104810216806,-0.047198693844895924,-0.04860087900824439,-0.04777651454271027,-0.058633305959953017,-0.02978250149393941,0.020176085263248746,0.028280023837129298,0.47721704187560543,0.42267727211894146,0.25623650872412584,0.5536292960953273,0.41095753710182076,1.0,0.3519127818089768,0.3456966627457712,0.3352393073489121,-0.16813971092583133,-0.03426572388043971,-0.10809037805810605,-0.08973570714231131,-0.10480850234897456,-0.026038092772259356,-0.10546982727478764,-0.08427310818157925,-0.03058043529987144,-0.11436673774409302,-0.12947479695394534,-0.10527740746476345,-0.07129846641072309,-0.1277511340858826,-0.10754311695257135,-0.10564302119809638,-0.08934187686547787,-0.16589317931161532,-0.14259719451859432,-0.18313139285774202,-0.15468724634942227,-0.1892125850393857,-0.12364279799302355,-0.13114522842636983,-0.1279000356981789,-0.13549482983535935
ME:UACC_62,-0.12961964919763885,-0.18575066849482855,0.04395289901681596,-0.0593623045369436,-0.08795208446753366,-0.05751019074893048,0.09836143121027617,0.032879588660442924,-0.03320729297863496,0.0697234860002102,0.03675959532937002,-0.08555084450825277,-0.10773625682023905,-0.10930141474474778,-0.18450624743150557,-0.22372683643662145,-0.07890760298176669,-0.14194339478883738,-0.13569366005487424,-0.054281782579162566,0.014961423361724442,-0.12790527824385384,-0.0044088099544131185,-0.02135483673408461,0.13271732671682274,0.22992741166026284,0.2607896280442672,0.29369256900045615,0.39801745821573425,0.25156891433163403,0.3519127818089768,1.0,0.3231095988475209,0.3339374660503809,-0.06612022448710633,-0.06924069592744393,-0.08660156126962068,-0.07002983866268479,-0.03173474353976984,-0.03522143413806316,-0.09378367829661499,-0.009667528255363085,-0.07958535112358173,-0.016441679869984415,-0.03788099822713888,-0.07629080502357968,-0.12385492859921417,-0.17032802282292667,-0.14112300558974872,-0.040321105770333925,-0.00721056422915036,-0.14365222213465959,-0.0784402185155514,-0.028224853355114897,-0.1400007679938954,-0.07405072837331121,-0.09179714796372995,-0.08407514619148988,-0.14352154193674535,-0.12052204424164203
ME:MDA_MB_435,-0.07515383433944217,-0.04487549982717189,-0.05893120995668765,-0.05650346277080223,-0.09716076595614412,0.01619248371645361,0.029293158495796986,-0.034257844300701355,-0.02818008397918959,0.0037807761616261088,-0.11931150157259503,-0.04741678040171672,-0.053589101766771674,-0.058864941156314,-0.04408389186571736,-0.08590001140799468,-0.10356898223521424,-0.05633996613848179,-0.06839521928703633,-0.029257500472415328,-0.04759772421273634,-0.061814461689549696,0.0075357277388389725,0.11815376963036359,0.13878548585562428,0.22681571917395452,0.5315692864001427,0.3397955822949484,0.3543734777884862,0.23436151933590652,0.3456966627457712,0.3231095988475209,1.0,0.8954250633056785,-0.21148521174867474,-0.13398243077561175,-0.17172398016575616,-0.1526344554081434,-0.1921094171812783,-0.05010665112814733,-0.19185302476105062,-0.11379161717044829,-0.08885843888463725,-0.17577517607528145,-0.11405864566249216,-0.08720741165016413,-0.14577747901590132,-0.125222711103119,-0.1575237837828826,-0.15609686998568334,-0.041989904412232215,-0.17312889677469653,-0.11615072392622056,-0.09213846960796494,-0.24889098140318267,-0.1595963457969662,-0.17512929970987706,-0.07092092972837684,-0.13044726865869907,-0.18915094512059508
ME:MDA_N,-0.07803131619868588,-0.04594426905466689,-0.035462708925860016,-0.0507933868502523,-0.089739698532033,-0.02668841067735848,-0.001396086496542734,-0.058406848025540664,-0.054087268566552396,-0.013419351014193578,-0.08049680293632065,-0.03834524890333052,-0.07312703976574608,-0.09679735494555185,-0.08450715698448528,-0.10955461552806794,-0.09456737387290115,-0.06571505344061805,-0.06945253990315885,-0.030690717971168943,-0.0244149998367547,-0.07271373260520399,0.012887068922760479,0.07322372844861094,0.1000635697905349,0.19321862119870997,0.49779748114918115,0.3273170535407677,0.35780092934586727,0.24252061856929352,0.3352393073489121,0.3339374660503809,0.8954250633056785,1.0,-0.14279789562830988,-0.0967549221641467,-0.16819648223615688,-0.11573111178020798,-0.16088523695800372,-0.0768669511833096,-0.17565367620056072,-0.07145472575134598,-0.0879719699836082,-0.14875757111391974,-0.11682714935080266,-0.0720975116877971,-0.12199027308201923,-0.13567539436571893,-0.1603541568930408,-0.1152157538673486,-0.055634174497447134,-0.14724671957562335,-0.13061034267120997,-0.08222515831175445,-0.2221714064106299,-0.16192449011153337,-0.13685377659169365,-0.08621609218873623,-0.14457880159750136,-0.18296916407191857
LC:A549,0.03409840104866686,-0.07708470137697479,-0.04081611135325343,-0.09092921108740401,-0.017229061415653574,-0.1404800720738622,-0.0335157461022751,-0.13775787619449134,-0.04650847110162401,-0.1394298909869964,0.09655548577558332,0.031047362006461302,-0.0012428862411025432,0.01231051613188049,-0.07793956205688535,-0.010105900404079694,0.031130073135358163,0.03695303115231212,-0.090794773383473,-0.10510599647120097,-0.026053240578056257,-0.0994285960148775,-0.05415627829942638,-0.17126613791683581,-0.10815112081736113,-0.15895274787795205,-0.19815099082848434,-0.1890853648268892,-0.13685334072905672,-0.027820788184176052,-0.16813971092583133,-0.06612022448710633,-0.21148521174867474,-0.14279789562830988,1.0,0.2977991157114773,0.06715456544720085,0.003406001562006651,0.05632894313171963,0.0538939270618273,0.10398150403773708,0.3595829503875575,0.06867746257465712,0.14493668460316747,-0.012858671913436882,-0.04589179582787699,0.16113233915970873,-0.05950031558303302,0.010052030784928525,0.0740750819050185,-0.12305405656460609,0.17327554766216305,-0.025283181060564534,0.20450689932404184,0.23923768470438336,0.09386432129980812,0.0042390338692971,-0.012712346173780052,0.011179109515616051,0.024504568332056883
LC:EKVX,0.01055247652899064,-0.07316228513197197,0.030824996982166643,-0.030179515903417074,0.08979190514272334,-0.03286347228453081,0.01011628376069478,0.00685323278441936,-0.017302862069963162,0.060373475936752165,0.05227135278711871,-0.04127062879822757,0.00926231759767514,-0.03115006093971116,-0.005772121170471457,0.014987276144844722,-0.04604810117614375,-0.02584434576413351,-0.13843010087519228,-0.15489288150107008,-0.07820846071616046,-0.17753269539361857,-0.10137368590495202,-0.12045587017856495,-0.12211704861074794,-0.00224501654291662,-0.07558556996336258,-0.15380997568070004,-0.10141917906921005,-0.0552178780797589,-0.03426572388043971,-0.06924069592744393,-0.13398243077561175,-0.0967549221641467,0.2977991157114773,1.0,-0.03633228135383928,0.07369369033386525,0.07568319795574799,0.1639452483397656,0.15773612769283502,0.14713903656289493,0.09707690663323648,0.035626657885163955,-0.08337043562143058,0.014678912414859819,0.07355168523405066,-0.13891127300872969,0.017550522698503334,-0.07609893183017878,-0.029721465771816453,0.11358952602683442,-0.08151477637725019,0.07701204206621862,0.03772364601258279,0.021783059744125022,0.05785149289098036,-0.11843230624330191,-0.008751106192041334,-0.04548379551316841
LC:HOP_62,-0.12204545105846584,0.18624355549933058,0.10045075665627422,0.03739072124688512,-0.09536034618649444,0.13609977703338927,0.14917481484534234,0.11066142042355066,0.12227333550821391,-0.02125350086086947,0.0637754978921719,-0.08023714040121442,-0.09999198201285649,-0.046801485455042,-0.09068747105199432,-0.04394512167334891,-0.09080078019986924,-0.06661399616483035,-0.0730552623973505,-0.09381663004960539,-0.009288715361018385,-0.06822342756895332,-0.11060612139391086,-0.07615540638145632,0.07577408712339873,-0.11497800652544897,-0.14898923000815162,-0.038540981036242976,-0.12720717880011156,-0.09732786298147124,-0.10809037805810605,-0.08660156126962068,-0.17172398016575616,-0.16819648223615688,0.06715456544720085,-0.03633228135383928,1.0,0.1422033751733981,0.07136602697410896,0.009770794928687949,-0.013941221867046532,-0.03276844377107746,0.005926117512397741,-0.07491344015208398,0.031252563605442873,-0.0566298195431585,0.04701877986317067,0.08116664961955462,-0.00969279224946967,0.05674801452581495,-0.014511334027335874,0.0503420029909638,0.17507910723401107,-0.029826514744350233,0.014859272381149247,0.1286347514909179,0.0029987368832744975,0.16457871406330032,0.01327530443396493,0.11236123114445079
LC:HOP_92,-0.1165773967116718,0.2584013674775301,0.1708456069480873,0.060285446864875594,-0.041235181262443285,-0.030742946576532117,0.050518498949370334,0.11728379300932555,0.06774386091972248,0.16933277800719118,0.04111362133361464,-0.1334652504973892,-0.14324279737077356,-0.14320059661866885,-0.21306316950197776,-0.06195162790809212,-0.11702115095482282,-0.11100825022517087,-0.12898324281684828,-0.1395256835634018,-0.11952940609734335,-0.15394797574654473,-0.09771581277049464,-0.10800463015362649,-0.10723730820232057,0.021607119214559604,-0.06000679357425555,-0.031110511742584245,-0.07809304896884768,-0.06417281937295521,-0.08973570714231131,-0.07002983866268479,-0.1526344554081434,-0.11573111178020798,0.003406001562006651,0.07369369033386525,0.1422033751733981,1.0,0.13535195528961264,-0.02406659668714148,-0.029683434803626937,0.02554333130915997,0.01560053850985107,-0.03957917291181771,-0.10462000151386751,0.05125072079435375,0.07557438070023366,-0.03128691205385816,-0.031820516607953875,0.019180899604494404,0.099978057811994,0.04407305198904892,0.03135557267578489,0.1162497772115378,0.10540647045520067,0.08561695307075516,0.2786890190268243,0.026610012919286212,0.009048985342889757,0.13848455630522152
LC:NCI_H226,-0.13710843788760937,0.13664821858469992,0.20537284798164931,0.08854090304279602,-0.031060207765807583,0.11991504077918265,0.08819550484413563,0.17187961200891974,0.04125140067480458,0.10803230735079607,0.12031578300067593,-0.12606355368204847,-0.12321480377208688,-0.1403838371257156,-0.17230251052015766,-0.06695053221264102,-0.13644099640115753,-0.162023592798623,-0.1718196962078729,-0.1639081112334516,-0.13903810962762175,-0.18893043273446988,-0.09651099122574566,-0.11043326899526991,0.10994127163855905,-0.0471737188272996,-0.06641642823873059,-0.07440306006376377,-0.08387686718247184,-0.07580249460606828,-0.10480850234897456,-0.03173474353976984,-0.1921094171812783,-0.16088523695800372,0.05632894313171963,0.07568319795574799,0.07136602697410896,0.13535195528961264,1.0,-0.09921031264936832,0.02097773723862396,0.003458316597502453,-0.05435581278184276,-0.0727048917201408,-0.026580660022188913,0.01949080140195417,0.009020552850029612,0.042587325727792835,-0.014677337895422388,0.06182909364404142,0.05519600464270055,0.025641879940528727,-0.011090598060282997,0.11366140381366917,0.10869102605379907,0.08126697212544694,0.16991144072605832,0.10039009345482626,0.06391193711777506,0.20819791900611978
